brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,cell_asuLevel,cell_dbm,cell_level,cell_mcc,cell_mnc,cell_mobileNetworkOperator,cell_rssi,cell_timingAdvance,cell_bands,cell_bandwidth,cell_ci,cell_earfcn,cell_tac,cell_rsrp,cell_rsrq,cell_rssnr
vivo,V2059A,11,4G,China Unicom,weizhi,weizhi,17.3,86e3421e9798f61039d27965b4417b8c,33,-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107,1,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,[],20000,236263682,1650,43514,-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107;-107,-10;-10;-10;-10;-10;-9;-9;-9;-9;-9;-9;-9;-9;-9;-8;-8;-8;-8,1
vivo,V1938CT,10,4G,China Mobile,chongqingshi,chongqingshi,0.7,8d4564cbaee4bd3ccbd3e2f4c08dd727,29,-111;-110,1,460,0,46000,-63;-63,0,['Added in API level 30'],10000,61219906,3590,13056,-111;-110,-16;-16,-4
vivo,V2046A,11,4G,China Unicom,guangdongsheng,jiangmenshi,33,d5e229fa2e79a0864fa557573aefaee0,43,-97;-97;-97;-97;-97;-100;-100;-100;-100;-98;-98;-98;-98;-98;-98;-98;-98;-98;-99;-99;-99,2,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,27,[],20000,72739073,1650,9658,-97;-97;-97;-97;-97;-100;-100;-100;-100;-98;-98;-98;-98;-98;-98;-98;-98;-98;-99;-99;-99,-12;-12;-12;-12;-12;-12;-12;-12;-12;-11;-11;-11;-11;-12;-12;-12;-12;-12;-13;-13;-13,1
vivo,V2002A,10,4G,China Unicom,shanxisheng,xianyangshi,127.3,b72ade9eeeee462c3af0a8cad376f748,45,-95;-95,3,460,0,46000,2147483647;2147483647,0,['Added in API level 30'],15000,184833412,36275,37374,-95;-95,-8;-8,14
OPPO,PFDM00,11,4G,China Mobile,beijingshi,beijingshi,394,191741245781d9757382866e0cefcad0,53,-87;-87;-87;-87;-87;-85;-85;-85;-85;-85;-85;-85;-85;-86;-86;-86;-86;-85,3,460,0,46000,-85;-85;-85;-85;-85;-83;-83;-83;-83;-83;-83;-83;-83;-85;-85;-85;-85;-83,9,[],2147483647,4243714,38400,4432,-87;-87;-87;-87;-87;-85;-85;-85;-85;-85;-85;-85;-85;-86;-86;-86;-86;-85,-9;-9;-9;-9;-9;-7;-7;-7;-7;-8;-8;-8;-8;-7;-7;-7;-7;-8,1
vivo,V2002A,10,4G,China Unicom,neimengguzizhiqu,tongliaoshi,3.7,bf0b61c583deafc7344d3482e57060d0,28,-112;-112;-112;-112;-112;-113;-113;-113;-113;-115;-115;-115;-115;-115;-120;-120;-120;-120,1,460,0,46000,-55;-55;-55;-55;-55;-57;-57;-57;-57;-61;-61;-61;-61;-61;-71;-71;-71;-71,80,['Added in API level 30'],20000,82565388,38400,18413,-112;-112;-112;-112;-112;-113;-113;-113;-113;-115;-115;-115;-115;-115;-120;-120;-120;-120,-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-10;-10;-10;-10,7
vivo,V2046A,11,4G,China Telecom,guangdongsheng,huizhoushi,461,65e5bed618748a360dfea7fec6cc50b8,35,-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-106;-106;-106;-106;-106;-106;-106;-106;-106,2,460,1,46001,-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-57;-59;-59;-59;-59;-59;-59;-59;-59;-59,0,[],10000,106540055,1506,9665,-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-106;-106;-106;-106;-106;-106;-106;-106;-106,-13;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13;-13;-14;-14;-14;-14;-14;-14;-14;-14;-14,0
vivo,V2002A,10,4G,China Telecom,yunnansheng,kunmingshi,14.7,9a237db99dec6c56809408213b1fc3cd,17,-123;-123,0,460,11,46011,-59;-59,0,['Added in API level 30'],20000,259308593,1850,44360,-123;-123,-17;-17,-9
vivo,V1938CT,10,4G,China Telecom,zhejiangsheng,ningboshi,1.1,d142237f8c871e7893a9e96933535ae9,45,-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-97;-97;-97;-97,3,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,7,['Added in API level 30'],20000,82267953,1850,59029,-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-97;-97;-97;-97,-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-5;-6;-6;-6;-6,17
vivo,V2162A,11,4G,China Unicom,guangxizhuangzuzizhiqu,wuzhoushi,83.1,843690b72fe9256990312f75a2c38058,43,-97;-97;-97;-97;-97;-96;-96;-96;-96;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98,2,460,1,46001,-89;-89;-89;-89;-89;-89;-89;-89;-89;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91,1,[],2147483647,181878534,100,46480,-97;-97;-97;-97;-97;-96;-96;-96;-96;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98,-9;-9;-9;-9;-9;-10;-10;-10;-10;-10;-10;-10;-10;-9;-9;-9;-9;-9;-10;-10;-10;-10,1
vivo,V2133A,11,4G,China Mobile,zhejiangsheng,wenzhoushi,45.8,050e696afbc3127bbaed8806a7382307,81,-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59,4,460,0,46000,-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71,21,[],2147483647,45039150,38950,26480,-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59;-59,-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3;-3,2
vivo,V2046A,11,4G,China Mobile,jiangsusheng,nanjingshi,32.2,c282dde6a5b0a93e5d1447905397ac10,55,-85;-85,4,460,0,46000,2147483647;2147483647,4,[],20000,84087812,1309,20954,-85;-85,-8;-8,1
Xiaomi,21091116AC,11,4G,China Unicom,jiangxisheng,ganzhoushi,50.5,bebb450710b3168f1c8e1c22b954c9e7,54,-86,3,460,1,46001,-85,0,[],2147483647,146806549,1650,29832,-86,-6,1
Xiaomi,21091116AC,11,4G,China Telecom,yunnansheng,dalibaizuzizhizhou,3,40047370f143b8ca840a0fe23a0826eb,35,-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-108;-108;-108;-108;-106;-106;-106;-106;-106;-105,2,460,11,46011,-93;-93;-93;-93;-93;-93;-93;-93;-93;-93;-93;-93;-95;-95;-95;-95;-95;-95;-95;-95;-95;-93,34,[],2147483647,186175281,1850,63278,-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-105;-108;-108;-108;-108;-106;-106;-106;-106;-106;-105,-15;-15;-15;-15;-15;-15;-15;-14;-14;-14;-14;-14;-15;-15;-15;-15;-15;-15;-15;-15;-15;-15,1
vivo,V2002A,10,4G,China Mobile,shandongsheng,linyishi,23.6,99496b66feb57529ff098dc51657d782,36,-104;-104;-104;-104,2,460,0,46000,2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],15000,202598657,36275,21656,-104;-104;-104;-104,-7;-7;-7;-7,14
vivo,V1962A,10,4G,China Unicom,henansheng,zhengzhoushi,62.4,ca673051a6a8a46cebc8f416fbe0d7ab,46,-94;-94;-93;-93;-93;-93;-93;-89;-89;-89;-89;-88;-88;-88;-88;-94;-94;-94;-94;-94;-94;-94,3,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,2,['Added in API level 30'],20000,67377459,1650,11411,-94;-94;-93;-93;-93;-93;-93;-89;-89;-89;-89;-88;-88;-88;-88;-94;-94;-94;-94;-94;-94;-94,-10;-10;-10;-10;-10;-10;-10;-13;-13;-13;-13;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12,6
vivo,V2002A,10,4G,China Mobile,shandongsheng,linyishi,364.8,9af363b510e3424a3be64829ae92e188,60,-80;-80;-80,4,460,0,46000,2147483647;2147483647;2147483647,2,['Added in API level 30'],20000,212399104,38950,25578,-80;-80;-80,-10;-10;-10,10
vivo,V2046A,11,4G,China Telecom,guangxizhuangzuzizhiqu,guilinshi,2.3,fc6305987e4efcec45d27c40015daf6a,43,-97;-97;-97;-87;-87;-87;-87;-92;-92;-92;-92;-92,2,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,5,[],20000,189824562,1850,46336,-97;-97;-97;-87;-87;-87;-87;-92;-92;-92;-92;-92,-14;-14;-14;-10;-10;-10;-10;-15;-15;-15;-15;-15,0
vivo,V2002A,10,4G,China Unicom,zhejiangsheng,huzhoushi,24.4,6a445869869f57cd1631c0f8d1bae519,46,-94;-94;-94;-94;-94;-94;-94;-94;-94;-93;-93;-93;-93;-94;-94;-94;-94;-93;-93;-93;-93,3,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,['Added in API level 30'],20000,211631647,1650,59300,-94;-94;-94;-94;-94;-94;-94;-94;-94;-93;-93;-93;-93;-94;-94;-94;-94;-93;-93;-93;-93,-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-12;-12;-12;-12;-11;-11;-11;-11,6
OPPO,PFDM00,11,4G,China Mobile,jiangsusheng,xuzhoushi,53.6,b1ac5406ce124ff488d2cc43e6a88a93,62,-78;-78,4,460,0,46000,-81;-81,6,[],2147483647,112264388,1301,21240,-78;-78,-10;-10,2
vivo,V1938T,10,4G,China Mobile,xinjiangweiwuerzizhiqu,hamishi,16.4,77eff7677538d849a652474e24da473b,34,-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106,1,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,8,['Added in API level 30'],20000,257947480,1300,39349,-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106;-106,-6;-6;-7;-6;-7;-6;-6;-6;-6;-6;-6;-6;-6;-7;-9;-7;-9;-7;-9;-7;-9,6
vivo,V2047A,11,4G,China Unicom,guangdongsheng,guangzhoushi,179.3,724a280dae077cbf7bf1281259d5fe45,37,-103,2,460,1,46001,2147483647,0,[],20000,67778704,300,9505,-103,-10,0
vivo,V2046A,11,4G,China Mobile,sichuansheng,dazhoushi,7.7,fc1718d3df8c7247d871890a92a3b71e,39,-101;-101,2,460,1,46001,-61;-59,4,[],20000,121371167,1650,41039,-101;-101,-9;-9,1
OPPO,PFDM00,11,4G,China Telecom,jiangsusheng,suzhoushi,76,8cd33c82f01f0f3b236a0b54372251a7,57,-83;-83;-83;-82;-82;-82;-82;-82;-83;-83;-83,4,460,11,46011,-83;-83;-83;-83;-83;-83;-83;-83;-83;-83;-83,5,[],2147483647,227747124,1850,16820,-83;-83;-83;-82;-82;-82;-82;-82;-83;-83;-83,-8;-8;-8;-7;-7;-7;-7;-7;-7;-7;-7,1
vivo,V2046A,11,4G,China Mobile,sichuansheng,bazhongshi,290.6,d5ae711c7d6a583960eadcc3d10348b9,85,-55;-55;-55;-55;-55;-55;-55;-55;-59;-59;-59;-59,4,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,3,[],20000,81296721,1300,33168,-55;-55;-55;-55;-55;-55;-55;-55;-59;-59;-59;-59,-5;-5;-5;-5;-4;-4;-4;-4;-5;-5;-5;-5,2
OPPO,PFDM00,11,4G,China Unicom,guangxizhuangzuzizhiqu,hechishi,3.4,a614d1d454d0c1dfc3e63a13323c07ed,63,-77;-77;-79;-77;-79;-77;-79,4,460,11,46011,-79;-79;-81;-79;-81;-79;-81,11,[],2147483647,193545750,2452,46288,-77;-77;-79;-77;-79;-77;-79,-10;-10;-10;-10;-10;-10;-10,2
vivo,V1962A,10,4G,China Unicom,hubeisheng,xiaoganshi,0.1,82429676f16e54d0808f12e5995ecf4c,37,-103;-103;-103,2,460,1,46001,-59;-59;-57,2147483647,['Added in API level 30'],20000,31621917,1650,29093,-103;-103;-103,-10;-10;-11,6
vivo,V1938T,10,4G,China Telecom,guizhousheng,bijieshi,9.9,6bbc1914ba0352c65fb8b8c0f11398a9,36,-104;-104;-104;-104;-104;-102;-102;-102;-102;-103;-103;-103;-103;-104;-104;-104;-104;-104;-104;-104;-104;-104,2,460,11,46011,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,170043915,1650,43432,-104;-104;-104;-104;-104;-102;-102;-102;-102;-103;-103;-103;-103;-104;-104;-104;-104;-104;-104;-104;-104;-104,-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;-15;-15;-15;-15,-3
vivo,V2134A,11,4G,China Unicom,guangdongsheng,zhongshanshi,69.3,af89ddb6882b43a14a3024c260cb8d53,42,-98;-98;-98;-98;-98;-96;-96;-96;-96;-96;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,2,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,9,[],20000,71593192,300,9752,-98;-98;-98;-98;-98;-96;-96;-96;-96;-96;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,-11;-11;-11;-11;-11;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12,1
vivo,V2046A,11,4G,China Mobile,xizangzizhiqu,changdushi,16,cf5fbe5f8663543c534cf00e16a22fdb,32,-108;-108;-108;-109;-109;-109;-109;-108;-108;-108;-108;-109;-109,1,460,11,46011,-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55;-55,30,[],20000,210082608,1850,64865,-108;-108;-108;-109;-109;-109;-109;-108;-108;-108;-108;-109;-109,-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7,1
Xiaomi,21091116UC,12,4G,China Unicom,guangdongsheng,guangzhoushi,0.5,547a4c2d1fcd781e7d038099ee1e111e,42,-98;-98;-96;-96;-96;-96;-96;-96;-96;-96,2,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,4,['3'],2147483647,114526741,1650,9487,-98;-98;-96;-96;-96;-96;-96;-96;-96;-96,-12;-12;-13;-13;-13;-13;-13;-13;-13;-13,0
vivo,V1962A,10,4G,China Unicom,zhejiangsheng,hangzhoushi,113.4,531ed20dd767110bcbf45bacbd65c80d,56,-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-87;-87;-87;-87,4,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,7,['Added in API level 30'],20000,171051475,300,58913,-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-84;-87;-87;-87;-87,-8;-7;-7;-7;-7;-8;-8;-8;-8;-8;-14;-14;-14;-14;-14;-14;-14;-14;-13;-13;-13;-13,12
OPPO,PFDM00,11,4G,China Telecom,zhejiangsheng,jinhuashi,29.5,16cf341479d85583f14a9faee777e08f,40,-100;-100;-100;-100;-100;-101;-101;-101;-101;-102;-102;-102;-102;-102;-102;-102;-102;-102;-102;-102;-102;-102,2,460,11,46011,-91;-91;-91;-91;-91;-91;-91;-91;-91;-93;-93;-93;-93;-93;-93;-93;-93;-93;-93;-93;-93;-93,6,[],2147483647,88379652,100,59193,-100;-100;-100;-100;-100;-101;-101;-101;-101;-102;-102;-102;-102;-102;-102;-102;-102;-102;-102;-102;-102;-102,-9;-9;-9;-9;-9;-9;-9;-9;-9;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10;-10,1
vivo,V2121A,11,4G,China Telecom,heilongjiangsheng,jiamusishi,11.2,e8bf2932b556fcfa287dfde659cfc4c8,53,-87,3,460,1,46001,-85,2147483647,[],2147483647,34023310,1850,1102,-87,-14,2
vivo,V2121A,11,4G,China Unicom,beijingshi,beijingshi,28.7,aa879bb6d4511a48df49e45003dede9d,29,-111;-111;-111;-110;-110;-110;-110;-110;-109;-109;-109;-109,1,460,0,46000,-97;-97;-97;-97;-97;-97;-97;-97;-95;-95;-95;-95,2147483647,[],2147483647,24534980,1350,4280,-111;-111;-111;-110;-110;-110;-110;-110;-109;-109;-109;-109,-12;-12;-12;-12;-12;-12;-12;-12;-11;-11;-11;-11,0
OPPO,PEPM00,12,4G,China Mobile,shanxisheng,hanzhongshi,39.5,4d61b16b6279e968745eb8254acdcb0f,48,-92;-92;-92;-92;-92;-95;-95;-95;-95;-95;-95;-95;-95;-95;-93;-93;-93;-93;-93;-93;-93;-93,3,460,0,46000,-81;-81;-81;-81;-81;-85;-85;-85;-85;-89;-89;-89;-89;-89;-87;-87;-87;-87;-85;-85;-85;-85,2147483647,['39'],2147483647,261153025,38400,37003,-92;-92;-92;-92;-92;-95;-95;-95;-95;-95;-95;-95;-95;-95;-93;-93;-93;-93;-93;-93;-93;-93,-12;-12;-12;-12;-12;-11;-11;-11;-11;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7;-7,0
vivo,V2164A,11,4G,China Unicom,heilongjiangsheng,suihuashi,78.5,1467e7a99557f9a0f4e2b1d9c7ed2bad,43,-97;-97;-99,2,460,1,46001,-89;-89;-91,2147483647,[],2147483647,166763551,1650,1120,-97;-97;-99,-6;-6;-9,1
vivo,V2046A,11,4G,China Unicom,hubeisheng,huanggangshi,29.8,1208719e967d949ddc33224916e745ab,51,-89;-89,3,460,1,46001,2147483647;2147483647,15,[],20000,29866268,1650,62544,-89;-89,-7;-7,0
vivo,V1962A,10,4G,China Unicom,liaoningsheng,shenyangshi,23.9,332f5e5df67dcbc956c19c3e5eab11ba,47,-93;-93,3,460,1,46001,2147483647;2147483647,0,['Added in API level 30'],20000,224689665,1650,60707,-93;-93,-12;-12,-2
OPPO,PFDM00,11,4G,China Telecom,sichuansheng,nanchongshi,305.3,612b31555d88a7d6339cce707c106d75,75,-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-63;-63;-63;-63;-64;-64;-64;-64;-66;-66,4,460,0,46000,-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-73;-75;-75,2147483647,[],2147483647,202368962,1300,33124,-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-65;-63;-63;-63;-63;-64;-64;-64;-64;-66;-66,-7;-7;-7;-7;-7;-7;-7;-7;-9;-9;-9;-9;-8;-8;-8;-8;-7;-7;-7;-7;-8;-8,2
vivo,V2046A,11,4G,China Mobile,sichuansheng,dazhoushi,67.9,fc1718d3df8c7247d871890a92a3b71e,36,-104;-105,2,460,1,46001,-67;-71,4,[],20000,121371167,1650,41039,-104;-105,-8;-8,1
vivo,V2046A,11,4G,China Mobile,anhuisheng,xuanchengshi,8.6,33e506877a1a6fa989695fabc6894ee8,33,-107;-107,1,460,0,46000,2147483647;2147483647,6,[],20000,16875842,38400,21918,-107;-107,-13;-13,0
vivo,V2121A,11,4G,China Telecom,zhejiangsheng,wenzhoushi,18.8,d66eef1390f894150ee403d19a138441,42,-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-99;-99,2,460,11,46011,-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91,2,[],2147483647,85206065,1850,58972,-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-99;-99,-7;-7;-7;-7;-7;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-10;-10,1
vivo,V2121A,11,4G,China Unicom,gansusheng,qingyangshi,38,8d1d1fa4c76651051bd1c11deb555139,43,-97;-97;-101;-100;-98;-100;-98;-100;-98;-100;-98;-101;-100;-101;-100;-101;-100;-101;-100;-101;-100;-101;-100;-101;-100;-101;-100;-101;-100;-99;-99;-99;-99;-99;-99;-99;-99;-94;-99;-94;-99;-94;-99,2,460,11,46011,-89;-89;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-91;-89;-91;-89;-91;-89;-91,28,[],2147483647,203094549,2452,49733,-97;-97;-101;-100;-98;-100;-98;-100;-98;-100;-98;-101;-100;-101;-100;-101;-100;-101;-100;-101;-100;-101;-100;-101;-100;-101;-100;-101;-100;-99;-99;-99;-99;-99;-99;-99;-99;-94;-99;-94;-99;-94;-99,-14;-14;-11;-11;-13;-11;-13;-11;-13;-11;-13;-14;-13;-14;-13;-14;-13;-14;-13;-12;-13;-12;-13;-12;-13;-12;-13;-12;-13;-13;-12;-13;-12;-13;-12;-13;-12;-11;-12;-11;-13;-11;-13,1
vivo,V2002A,10,4G,China Unicom,anhuisheng,suzhoushi,16.4,3a56a26c78730cf7ea0ea59b16fd2d5c,42,-98;-98;-98;-98;-98;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,2,460,1,46001,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,['Added in API level 30'],20000,41109378,1650,57001,-98;-98;-98;-98;-98;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97,-11;-11;-11;-11;-11;-10;-10;-10;-10;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11;-11,5
vivo,V2133A,11,4G,China Mobile,shanghaishi,shanghaishi,16.8,ee36061e8d39eb08fadd66c37ef83e6a,31,-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109,1,460,0,46000,-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95;-95,1,[],2147483647,26275618,38950,6216,-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109;-109,-6;-6;-6;-6;-6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-9;-9;-9;-9;-8;-8;-8;-8,0
vivo,V2072A,11,4G,China Telecom,zhejiangsheng,huzhoushi,261.2,da577ceae1cd5e41604cdc8842b2ba8d,38,-102;-102;-95;-97;-94;-97;-94;-97;-94;-97;-94;-95;-95;-95;-95;-95;-95;-95;-95;-95;-94,2,460,11,46011,-93;-93;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89;-89,2147483647,[],2147483647,245751432,100,59316,-102;-102;-95;-97;-94;-97;-94;-97;-94;-97;-94;-95;-95;-95;-95;-95;-95;-95;-95;-95;-94,-8;-8;-5;-5;-3;-5;-3;-5;-3;-5;-3;-6;-8;-6;-8;-6;-8;-6;-8;-6;-9,1
vivo,V2121A,11,4G,China Mobile,neimengguzizhiqu,chifengshi,96.8,3e314886c24c7b3430eac575d9b62a39,50,-90;-90;-90;-90;-90;-91;-91;-91;-91;-90;-90;-90;-90;-89;-89;-89;-89;-90;-90;-90;-90;-89,3,460,1,46001,-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-87;-85;-85;-85;-85;-87;-87;-87;-87;-85,2147483647,[],2147483647,152544061,1650,57940,-90;-90;-90;-90;-90;-91;-91;-91;-91;-90;-90;-90;-90;-89;-89;-89;-89;-90;-90;-90;-90;-89,-8;-7;-7;-7;-7;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-7,1
vivo,V2046A,11,4G,China Unicom,beijingshi,beijingshi,4,9ffd8118b2c1f2bf1bdec481885f1848,37,-103;-103;-103;-102;-102;-102;-102;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101,2,460,0,46000,2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647;2147483647,0,[],20000,90404302,41134,4464,-103;-103;-103;-102;-102;-102;-102;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101;-101,-10;-10;-10;-10;-10;-10;-10;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-10;-10;-10,0
vivo,V1938CT,10,4G,China Mobile,shanghaishi,shanghaishi,10.9,8ea833f4a558b6ff85b6d1f198a33f89,25,-115;-115;-115;-115;-115;-115;-115;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114,1,460,0,46000,-59;-59;-59;-59;-59;-59;-59;-57;-57;-57;-57;-57;-57;-57;-57;-59;-59;-59;-59;-59;-59;-59,6,['Added in API level 30'],10000,25701919,3590,6251,-115;-115;-115;-115;-115;-115;-115;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114;-114,-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-12;-11;-11;-11;-11;-11;-11;-11,-4
OPPO,PEPM00,12,4G,China Telecom,jiangsusheng,nanjingshi,19.9,df4dfdca071eef658062c9653b5905e6,42,-98;-98,2,460,11,46011,-89;-89,9,['1'],2147483647,67777026,100,16407,-98;-98,-9;-9,0
OPPO,PFDM00,11,4G,China Unicom,henansheng,xinyangshi,0.2,2e93a1d32131517a31ff6826c3f8b128,51,-89;-89;-89,3,460,1,46001,-85;-85;-85,11,[],2147483647,72932680,3715,61231,-89;-89;-89,-7;-7;-7,1
